社群名,微信群名,当前群主,消息日期,消息时间,发言人微信昵称,发言文本内容
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:08:34,Francis,@徐雯佳 海口 不用，试学项目都在uda网站中完成，看得懂就行
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:08:56,Francis,我去看看啊@仇倩婷 上海
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:09:36,QT Chiu,好的
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:10:20,Francis,我这里可以点的，比较奇怪，明天重启手机再试吧，今天我给你点上，主要经历放在课程上?? @仇倩婷 上海
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:11:23,QT Chiu,是因为我用英文版本吗[捂脸]，真的点击了几百遍毫无反应
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:11:41,Gin.,好像要先点进去认领任务才能点
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:12:47,QT Chiu,领任务在哪里呀，点进去也没按钮呢
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:13:46,Gin.,第一个
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:14:01,Gin.,set executor 把自己选上
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:14:09,QT Chiu,这样啊
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:14:13,QT Chiu,我试试
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:15:15,QT Chiu,可以了，谢谢同学
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:16:30,Francis,点小人那里。因为我是都能点，疏忽这个了。大家要先领任务，再点完成@所有人 还有比较晚了，我就不再@了，请大家一定完成自己的任务。@我的话，我能到1:00，明天早起7:00-8：00也在。大家加油[强]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:17:50,Francis,@戴逸骅 Jester 你还没有点，遇到问题了么？需要的话随时私信我
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:18:44,Francis,@单文慧+郑州 @苏楠 北京 二位同学也没有点，请联系我[耶]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:19:37,苏 南,点啥
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:19:41,苏 南,[捂脸]??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:19:52,Francis,@胡圣 宁波 @王健 - 上海 @小鲍-上海 3位同学也要点啊。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:20:38,Francis,teambition的任务，做完了要画勾勾的。遇到问题了么？如果做完了，我可以给你点的?? @苏楠 北京
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:23:07,Jester,@助教-老孟?我还在看，没有看完
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:23:37,Francis,@戴逸骅 Jester?加油，我等你到1:00[奋斗]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:42:21,鲍小栋Ben,还在看
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:42:32,鲍小栋Ben,@助教-老孟?要晚些时候哈
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:45:09,苏 南,"13:   
print （'hello'）
os.system('pause'）                  -->"
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:45:13,苏 南,是这个意思吗
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:53:13,Francis,@小鲍-上海?没问题，等你到1:00
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:57:14,Francis,@苏楠 北京?只用 print（“Hello”）就OK了。要注意小括号括起来。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/24 0:00:00,23:58:16,苏 南,thank you 老师
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:02:52,鲍小栋Ben,@助教-老孟?老师你帮我打个勾哈，刚看完了
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:03:09,鲍小栋Ben,我没下APP，用微信打开的
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:03:16,鲍小栋Ben,好像打不了勾
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:03:51,Francis,OK，要先认领任务才能打勾，我去打[坏笑]@小鲍-上海
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:04:18,chocolate,老师我的打勾成功了吧[奸笑]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:04:24,Francis,@苏楠 北京?不客气，加油加油??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:04:27,chocolate,今天的任务就是看视频吗[嘿哈]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:05:47,Francis,@乔勇 广州???了，还有视频中的小联系啊。明天可以看项目文件了[坏笑]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:05:58,Francis,@小鲍-上海?你的也??了
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:17:27,Jester,看完了，但是teambition的任务似乎是项目中的内容啊
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:17:45,Jester,暂时还没有开始项目，明天打钩吧
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,00:24:52,Francis,@戴逸骅 Jester?之前的说明是有些涉及的。明天看到一样的。好好休息，明天加油肝[奋斗]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,08:29:09,Francis,@所有人 大家早上好，今天的目标是完成。7.标准库和函数部分（重在理解）。并且开始看第二部分，实战项目的内容。大家看完了就可以在里面的项目工作区准备开始写项目文件了[悠闲]。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,08:30:29,Francis,@所有人 今天着重在，项目文件的熟悉和尝试完成。以及所有非选学的理解。大家加油[强]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,10:29:12,Udacity-Celia,【一对一】同学们好，大家有什么问题，可以跟助教私聊，预约一对一辅导[鼓掌]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,10:31:23,Francis,@所有人 欢迎欢迎，今天17:00以后都在电脑旁边。那里有问题咱们说那里。大家加油！今天争取能开始浏览项目文件。刚开始东西比较多，大家坚持住，加油肝[机智][拳头]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,11:52:57,登山看景,@助教-老孟?我还没有安装python有工具包吗，分享一下。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,11:54:31,Francis,@周鹏深圳?7天课程不用安装的，都是在uda网站完成的。等入门课里在再安装。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,11:55:59,Gin.,话说入门课现在是不是很难报上[嘿哈]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,12:02:01,Uda-Beauty,@金子君 上海 嘿嘿嘿～这个问题我来回答你哦～
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,12:03:43,Uda-Beauty,因为正式班的席位是有限的，所以试学班通关才会自动锁定正式班席位，所以现在小仙女的目标就是，跟上进度，甚至提前，然后锁定席位哦～
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,12:09:53,Gin.,也就是保送
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,12:11:21,Uda-Beauty,@金子君 上海 你好聪明，不过也因为有限，一旦席位锁定完。。。就。。。emmm。。。。我加了你，我们私聊～
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,12:12:12,Jester,也就是说拼命完成试学班就能保送报名了？[可怜]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,12:12:15,Gin.,早告诉我们激励我们加快进度啊[呲牙]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,12:50:28,Francis,@所有人 大家午后好，吃过午饭，我们可以看看今天的每日一题了，请同学们接招！之后，我会用10分钟解释下项目的内容，请大家记得2点：1、优先完成项目，试学过后所有内容都可以重看。现在不要太纠结一些比较复杂的概念。2、在看项目的时候，回看内容，搜索和讨论非常正常。@所有人
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,12:52:20,登山看景,1.不能这样写，必须有下划线。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,12:53:55,Francis,@周鹏深圳 [强]真快，正解。因为空格在编程语言中是分割的意思。电脑比较傻的，大家体谅一下[呲牙]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,12:57:28,Francis,同学们，对于新接触编程语言，大家这2天会学很多新知识，是一个非常难的突破，为你们鼓掌[强]。咱们的课程是7天呢，坚持就有收获。今天的目标是大家打开项目文件，并且回答前面的问题。如果遇到不懂的内容再去课程里补或者回看都可以。接下来我截图讲一下项目前面的内容：
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,13:01:02,Francis,1. 首先是项目简介。大家在项目中按照1-5部分完成文件后提交就OK了。其实很多就是填空，写的东西不是多，大家以看懂为前提。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,13:02:35,Francis,2. 接下来，直接打开3.项目工作区。这里面就是我们编写项目报告的地方。（如果对pm2.5的背景不熟悉可可以看看2.项目说明）
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,13:09:43,Francis,3. 我们下拉文件，先讲下昨天同学问到的一个问题，观察数据这个部分写的都是什么？大家看截图。观察数据下面有一列数据介绍：No：行号，year：年份。其实这些就是记录一次pm2.5数据的时候会产生的记录。看着非常多，对吧。但是不是所有的分析时候都用得到。比如我要知道测量的时间，那么年、月、日。PM可定也是需要的。那其他的呢，用不到！！！
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,13:10:27,Francis,分析那一块，就用那一块的数据就好了[偷笑]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,13:13:24,Francis,4.接下来，我们就要双击“将此文本替换”输入你想到的问题1，和问题2，就好了。这里输入的是markdown方式，和文本差不多。输入后shift+enter样子就变好看了。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,13:16:34,Francis,接下来的数据整理和数据筛选，我们晚上讲讲。大家先去看看吧。当你觉得有点头痛的时候，正是突破的时候，大家加油！有班主任和我，我们一起努！
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,13:19:23,Francis,markdown那个就当记事本用就好了，如果感兴趣，可以看这个：https://www.jianshu.com/p/bcc4031c9c75
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,15:31:02,Francis,@所有人 今天是周五，我晚17:00-24:00守在电脑前面，请同学们安排好时间继续加油。也知道大家特别忙，明天也有时间再补知识，但咱们约好明天晚上项目讲解不见不散[机智]。项目讲解明天20:00-21:00。答疑辅导21:00-1:00。周末好时光，不学闷得慌[阴险]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,15:31:17,鲍小栋Ben,好的
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,15:37:39,Udacity-Celia,跟之前开班仪式一样，提前会有消息跳出来的
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,15:37:47,Udacity-Celia,同学们点击进入就可以啦
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,15:54:09,Francis,@所有人 大家也可以约我1:1，私信我你方便的时间[阴险]另外，teambition的是按项目的平均进度安排的，有出入也没有关系，重点在这两天。大家加油??[悠闲]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,16:05:01,夏秋冬春,这里什么意思？是写代码吗   不是markdown写文本？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,16:11:19,Udacity-Celia,@助教-老孟
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,16:14:21,Francis,@胡圣 宁波?你现在这个切换到了code cell模式，所以程序按照代码去执行了。会报错。 在右上角有个点击可以改成markdown cell。就没问题了。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,16:15:21,夏秋冬春,好了
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,16:16:28,Francis,就是我画上的这里。那就好。jupyter 这个软件的厉害之处就是可以写记录，又能编代码。特别适合数据分析写报告[悠闲]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,16:40:02,Francis,@所有人 哎瑞巴蒂，大家项目文件的问题1和问题2写出来了没？要截图给我看哟[悠闲]等你们[阴险]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,17:09:52,Francis,@徐雯佳 海口?[强]对的。第二个问题，解决代码会有小循环。晚上我会讲（到时候如果感觉不好，可以换问题的??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,17:10:30,💍＇徐徐徐雯佳,??????好的
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,17:26:07,Francis,@胡圣 宁波?[强]不错不错
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,17:51:06,💍＇徐徐徐雯佳,为啥会这样？？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,17:58:22,QT Chiu,@助教-老孟?这样可以吗
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,18:02:47,Francis,@仇倩婷 上海?问题非常好??。第二个问题涉及到了温度和PM了，引用两个变量的代码会复杂点。建议只考虑pm参数。过了项目再回来看。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,18:08:49,QT Chiu,意思是先不要涉及两个变量对吧
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,18:44:18,Francis,对的??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,19:51:05,Francis,@所有人 孩儿们，，哦不，，学生们，大家项目的问题1，2看的怎么样了？今天周五，不知道忙碌的你几点能进入到学习状态。周3大家可都是承诺过的，自己应的，就要自己完成[奋斗]。如果前面有问题的可以随时微信我。20:30我开始发后面的内容，大家抓紧呦[机智]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,19:52:14,Francis,@戴逸骅 Jester???。看来是家住东四环[阴险]。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,19:55:28,Francis,@徐雯佳 海口?因为引号是中文的
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,19:56:04,Francis,@徐雯佳 海口?所有代码里的符号都要是英文输入法下输入的
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,19:56:39,Jester,@助教-老孟?家住南方，但是那个时期在北京[调皮]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,19:57:12,Jester,怎么能在数据分析课程上泄露个人信息呢，太不专业了[调皮]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,19:57:13,💍＇徐徐徐雯佳,哦哦哦
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,19:57:42,💍＇徐徐徐雯佳,"我再试试,"
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,19:58:41,Francis,数据分析师就是这样偷偷摸摸的了解大家的，所以公司才要这样的人才啊。我是一个数据敏感的男人[悠闲]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:07:12,💍＇徐徐徐雯佳,为啥还是那样[捂脸][捂脸]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:09:21,Francis,@徐雯佳 海口 新的截图给我看下，单引号都是英文的输入了么？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:11:26,Francis,一般解决这种问题，就是切换到英文输入法，都删掉，重新输入。因为比较难看出来。@徐雯佳 海口
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:15:21,💍＇徐徐徐雯佳,我再试一下
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:15:56,Francis,不行截大图给我
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:19:16,💍＇徐徐徐雯佳,又变成这样了
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:22:02,Francis,"[强]已经进步了，报错说的是 name pd is not defined，就是说代码里的pd找不到。
需要在这段代码之前引入一个库：
import padnas as pd
再执行就能找到pd了，因为刚刚引入了，试一下??"
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:22:35,💍＇徐徐徐雯佳,OK
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:26:40,Jester,想到了新的问题，更改一下
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:33:43,💍＇徐徐徐雯佳,出来了，请问助教这个图能往下翻么
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:36:39,夏秋冬春,"Head函数一般默认只能看前5行。
你要想看多，就head（  ）括号里填数字。
Head(10)就是看11行。"
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:40:10,Francis,@胡圣 宁波?正解。（）不填的话就是看5个。既然叫head就是看数据头的。@徐雯佳 海口?加油??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:40:12,💍＇徐徐徐雯佳,??，谢谢
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:41:33,Francis,先发布下今天的答案。项目后续部分的讲解10分钟后开始，大家要努力??@所有人
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:48:41,Mazzy,"8.python的set和其他语言类似, 是一个无序不重复元素集, 基本功能包括关系测试和消除重复元素. set 顾明思义，就是个集合，集合的元素是唯一的，无序的。"
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:51:44,Jester,忘了每日一题[捂脸]不过确实不会
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:51:51,Jester,汇报错别字
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:51:57,💍＇徐徐徐雯佳,我也忘了[捂脸][捂脸]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,20:57:35,Francis,数据清理部分的说明
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:09:59,Francis,清理数据部分，的简介到此结束，其他的还有几个清理，不用管，都写好了，明天视频课会讲一下。到此请同学们看看，那里没讲清楚，速速留言，这部分主要在看懂就行。@所有人
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:13:01,Francis,看明白以后，只用填一个代码空就行了：
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:13:09,Jester,问个问题：dropna()函数删除的是出现空值的所有行吗？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:13:26,Francis,对的
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:14:01,Francis,这里不用深究，就是知道用这个方法，能够把空的干掉就行了，这样剩下的数据才质量比较高
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:14:32,Francis,上面那个图，大家填完以后，就可以回答问题2了。大家加油！
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:16:35,Jester,好吧…翻了下pandas的文档…看得头疼[捂脸]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:17:05,Francis,"@我将在10点前发布项目第3部分的说明，请大家先消化并完成第二部分的内容。有问题请留言。如果比较困惑，大改我10:30后可以和大家音频，可以预约我时间。今天目标是争取完成项目的3个问题。大家加油[奋斗]
不过明天视频讲解的时候会都讲，没有太看懂也不会特别紧张。"
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:17:59,Francis,@戴逸骅 Jester pandas可是超丰富的库，在正式项目中会慢慢学习的[坏笑]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:18:45,夏秋冬春,这个2  我是真的不会啊。老师讲一下
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:22:28,Francis,@胡圣 宁波 sorry，这个答案怎么是空的。看大小写，一个是c一个是C。dataframe中的字母是大小写敏感的。City 和 city是不同的。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:29:28,Jester,我的结果
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:33:53,Francis,你的结果输出的是有的值，问题是缺了多少，需要用总量减一下[偷笑]@戴逸骅 Jester
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:34:50,QT Chiu,是像这样吗？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:35:09,Jester,已经减过啦[调皮]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:35:21,Jester,还偷懒用了EXCEL
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:36:00,Francis,对的，但是要注意是缺失值，要用总数减有的就对了。@仇倩婷 上海 很厉害么[呲牙]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:36:20,QT Chiu,好
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:36:56,Francis,哈哈，其实前面有段代码可以算的，有点复杂，我跳过了。后续大家实际项目中就会用熟的。大家都很厉害，我去准备项目问题3的说明了。随时留言。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:38:05,Jester,我自己试了一下，不太搞得懂dataframe的index是什么样的…等后面的课程学了再尝试代码吧
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:39:51,Francis,其实dataframe就是 key：value 一一对应的。有些复杂，正式课再研究吧。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:41:02,Jester,相当于一个有序的dictionary？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:48:39,Francis,也是无序的，就是功能更强大。key value的对应，决定了是无序的。因为找的话，都是根据key 去找 value，位置在哪里不重要。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:51:59,Jester,关于这一部分
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:52:32,Jester,for内部似乎并没有用到inx的值嘛
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:52:35,Francis,@各位同学，大家好，项目的第三部分，里面包括了两个特别特别长的函数。今天的最后任务就是，看一遍第3部分。从‘数据筛选’看到问题3a，3b，3c。之后就可以休息了。看不懂没关系，明天我们会讲。注意两个函数看个大概，会用就可以了。可以尝试回答下问题3，明天下午我会解答。[悠闲]加油哦，今天的任务就到此为止。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,21:56:30,Francis,@戴逸骅 Jester 观察的非常仔细么[强]，因为这里用的是另一种循环方式 enumerate，所以还是要写inx的。可以搜索下emunerate的文档看看??
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,22:06:19,Jester,因为以后用到的概率比较大，所以想问个题外的问题：数据分析的探索似乎用交互式的编译器更加方便，但是python自带的交互式编译器不太顺手…有什么推荐的工具吗？
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,22:17:04,Francis,spyder挺好用的，ananconda安装后自带，也可以自己安装
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,22:18:13,Francis,如果偏报告的话，本地安装jupyter notebook也很好用。ananconda自带。
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/25 0:00:00,22:29:54,Jester,[机智][机智]我就是用anaconda的，解决问题[奸笑]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,08:03:21,Francis,@所有人 大家懒觉睡够了没，起来high了[机智]。因为是休息日，我就先发每日一题了，请同学们认领。13:00发布答案。今天15:00到-20:00项目答疑。20:00-21:00视频讲解项目。如果特别忙，尽量20:00-21:00来听[拳头]。其实周末事情也很多，请安排好自己的时间。大家加油??[坏笑][阴险]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,08:33:11,chocolate,[OK]
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,08:57:18,苏 南,周末愉快
正式学员群-数据分析,【老孟班】5.24数据分析入门试学,Francis,2018/5/26 0:00:00,09:25:38,Udacity-Celia,周末愉快[愉快][愉快]助教大大辛苦啦[可怜][可怜][可怜]
